k,p,member,base,difference,additive,multiplicative,exponential_E1,exponential_E2,K_pure,K_royal_addition,K_royal_flat
16064,489171491,489171491,489154909,16582,489154909 + 16069 + 199 + 197 + 109 + 5 + 3,489154909 + (5659*2) + (1489*3) + (109*5) + (17*7) + 103 + 19 + 11,489154909 + (109^2) + (13^3) + (199*11) + (19*5) + (17*7) + 101,489154909 + (109^2) + (13^3) + (199*11) + (19*5) + (17*7) + 101,4,3,3
16064,489171491,489171493,489171491,2,489171491 + 2,,,,,,
16064,489171491,489171497,489171491,6,489171491 + (2*3),,,,,,
16064,489171491,489171499,489171497,2,489171497 + 2,,,,,,
16065,489237731,489237731,489171499,66232,489171499 + 62989 + 2089 + 829 + 199 + 109 + 17,489171499 + (31729*2) + (829*3) + (19*13) + 17 + 11 + 7 + 5,489171499 + (199^2) + (19^3) + (7^5) + (193*11) + 829 + 13,489171499 + (199^2) + (7^5) + (19^3) + (193*11) + 829 + 13,2,2,2
16065,489237731,489237733,489237731,2,489237731 + 2,,,,,,
16065,489237731,489237737,489237731,6,489237731 + (2*3),,,,,,
16065,489237731,489237739,489237737,2,489237737 + 2,,,,,,
16066,489254651,489254651,489237739,16912,489237739 + 16069 + 829 + 7 + 5 + 2,489237739 + (5659*2) + (1489*3) + (199*5) + (17*7) + 13,489237739 + (109^2) + (17^3) + 107 + 11,489237739 + (7^5) + (19*2) + (13*3) + 17 + 11,4,3,3
16066,489254651,489254653,489254651,2,489254651 + 2,,,,,,
16066,489254651,489254657,489254651,6,489254651 + (2*3),,,,,,
16066,489254651,489254659,489254657,2,489254657 + 2,,,,,,
16067,489302921,489302921,489254659,48262,489254659 + 43789 + 3469 + 829 + 109 + 19 + 17 + 13 + 7 + 5 + 3 + 2,489254659 + (22279*2) + (829*3) + (199*5) + (19*11) + 13,489254659 + (199^2) + (19^3) + (197*7) + (17*13) + 191 + 11,489254659 + (199^2) + (19^3) + (197*7) + (17*13) + 191 + 11,4,4,4
16067,489302921,489302923,489302921,2,489302921 + 2,,,,,,
16067,489302921,489302927,489302921,6,489302921 + (2*3),,,,,,
16067,489302921,489302929,489302927,2,489302927 + 2,,,,,,
16068,489350201,489350201,489302929,47272,489302929 + 43789 + 3469 + 7 + 5 + 2,489302929 + (22279*2) + (829*3) + (19*11) + 13 + 5,489302929 + (199^2) + (19^3) + (109*5) + (13*11) + 107 + 17,489302929 + (199^2) + (19^3) + (109*5) + (13*11) + 107 + 17,4,3,3
16068,489350201,489350203,489350201,2,489350201 + 2,,,,,,
16068,489350201,489350207,489350201,6,489350201 + (2*3),,,,,,
16068,489350201,489350209,489350207,2,489350207 + 2,,,,,,
16069,489352601,489352601,489350209,2392,489350209 + 2089 + 199 + 101 + 3,489350209 + (829*2) + (199*3) + (17*7) + 13 + 5,489350209 + (19^2) + (11^3) + (17*7) + (13*5) + 199 + 109 + 107 + 101,489350209 + (13^3) + (2^5) + 109 + 19 + 17 + 11 + 7,4,4,4
16069,489352601,489352603,489352601,2,489352601 + 2,,,,,,
16069,489352601,489352607,489352601,6,489352601 + (2*3),,,,,,
16069,489352601,489352609,489352607,2,489352607 + 2,,,,,,
16070,489383561,489383561,489352609,30952,489352609 + 25309 + 3469 + 2089 + 19 + 17 + 11 + (5*7) + 3,489352609 + (13009*2) + (1489*3) + (19*17) + (7*5) + 109,489352609 + (109^2) + (19^3) + (2089*5) + (193*7) + 199 + 103 + 101 + 13,489352609 + (7^5) + (109^2) + (11^3) + (19*13) + 199 + 193 + 191 + 103,2,2,2
16070,489383561,489383563,489383561,2,489383561 + 2,,,,,,
16070,489383561,489383567,489383561,6,489383561 + (2*3),,,,,,
16070,489383561,489383569,489383567,2,489383567 + 2,,,,,,
16071,489515771,489515771,489383569,132202,489383569 + 122209 + 9439 + 199 + 197 + 109 + 19 + 17 + 13,489383569 + (62989*2) + (1879*3) + (19*17) + (13*11) + 109 + 7 + 5,489383569 + (199^2) + (19^3) + (7^5) + (5659*11) + (197*17) + (107*13) + 829 + 823 + 193 + 101,489383569 + (2^17) + (7^3) + (109*5) + 199 + 19 + 13 + 11,4,3,3
16071,489515771,489515773,489515771,2,489515771 + 2,,,,,,
16071,489515771,489515777,489515771,6,489515771 + (2*3),,,,,,
16071,489515771,489515779,489515777,2,489515777 + 2,,,,,,
16072,489538031,489538031,489515779,22252,489515779 + 21019 + 829 + 199 + 197 + 5 + 3,489515779 + (9439*2) + (829*3) + (109*7) + 107 + 17,489515779 + (109^2) + (19^3) + (199*13) + (107*5) + (11*7) + 193 + 103 + 17,489515779 + (7^5) + (17^3) + (11^2) + 199 + 193 + 19,4,4,4
16072,489538031,489538033,489538031,2,489538031 + 2,,,,,,
16072,489538031,489538037,489538031,6,489538031 + (2*3),,,,,,
16072,489538031,489538039,489538037,2,489538037 + 2,,,,,,
16073,489542561,489542561,489538039,4522,489538039 + 3469 + 829 + 199 + 19 + (2*3),489538039 + (2089*2) + (109*3) + 17,489538039 + (19^2) + (13^3) + (199*7) + (17*11) + 193 + 191,489538039 + (13^3) + (19^2) + (199*7) + (17*11) + 193 + 191,6,5,4
16073,489542561,489542563,489542561,2,489542561 + 2,,,,,,
16073,489542561,489542567,489542561,6,489542561 + (2*3),,,,,,
16073,489542561,489542569,489542567,2,489542567 + 2,,,,,,
16074,489605021,489605021,489542569,62452,489542569 + 55339 + 5659 + 829 + 199 + 197 + 193 + 19 + 17,489542569 + (25309*2) + (3469*3) + (199*5) + (19*17) + 109,489542569 + (199^2) + (19^3) + (2089*7) + (197*5) + 193 + 191,489542569 + (199^2) + (7^5) + (17^3) + (19*11) + 821 + 101,4,4,4
16074,489605021,489605023,489605021,2,489605021 + 2,,,,,,
16074,489605021,489605027,489605021,6,489605021 + (2*3),,,,,,
16074,489605021,489605029,489605027,2,489605027 + 2,,,,,,
16075,489607241,489607241,489605029,2212,489605029 + 2089 + 109 + 7 + 5 + 2,489605029 + (829*2) + (109*3) + (19*11) + 13 + 5,489605029 + (19^2) + (11^3) + (17*13) + 193 + 101 + 5,489605029 + (3^7) + (5^2),4,3,3
16075,489607241,489607243,489607241,2,489607241 + 2,,,,,,
16075,489607241,489607247,489607241,6,489607241 + (2*3),,,,,,
16075,489607241,489607249,489607247,2,489607247 + 2,,,,,,
16076,489613301,489613301,489607249,6052,489607249 + 5659 + 199 + 191 + 3,489607249 + (2089*2) + (199*7) + (109*3) + 107 + 19 + 17 + 11,489607249 + (19^2) + (17^3) + (107*7) + 13 + 11 + 5,489607249 + (17^3) + (19^2) + (107*7) + 13 + 11 + 5,4,4,4
16076,489613301,489613303,489613301,2,489613301 + 2,,,,,,
16076,489613301,489613307,489613301,6,489613301 + (2*3),,,,,,
16076,489613301,489613309,489613307,2,489613307 + 2,,,,,,
16077,489621281,489621281,489613309,7972,489613309 + 5659 + 2089 + 199 + 19 + (2*3),489613309 + (3469*2) + (199*5) + (13*3),489613309 + (19^3) + (17^2) + (107*5) + (11*7) + 199 + 13,489613309 + (19^3) + (17^2) + (107*5) + (11*7) + 199 + 13,4,4,4
16077,489621281,489621283,489621281,2,489621281 + 2,,,,,,
16077,489621281,489621287,489621281,6,489621281 + (2*3),,,,,,
16077,489621281,489621289,489621287,2,489621287 + 2,,,,,,
16078,489687761,489687761,489621289,66472,489621289 + 62989 + 3469 + 7 + 5 + 2,489621289 + (31729*2) + (829*3) + (19*17) + (11*7) + 109 + 13 + 5,489621289 + (199^2) + (19^3) + (7^5) + (197*11) + 821 + 103 + 101 + 13,489621289 + (199^2) + (7^5) + (19^3) + (197*11) + 821 + 103 + 101 + 13,4,3,3
16078,489687761,489687763,489687761,2,489687761 + 2,,,,,,
16078,489687761,489687767,489687761,6,489687761 + (2*3),,,,,,
16078,489687761,489687769,489687767,2,489687767 + 2,,,,,,
16079,489720221,489720221,489687769,32452,489687769 + 31729 + 199 + 197 + 193 + 109 + 19 + (2*3),489687769 + (16069*2) + (103*3) + 5,489687769 + (109^2) + (19^3) + (2089*5) + (199*13) + (17*11) + 197 + 193 + 103,489687769 + (7^5) + (109^2) + (13^3) + (107*11) + 199 + 191,4,3,3
16079,489720221,489720223,489720221,2,489720221 + 2,,,,,,
16079,489720221,489720227,489720221,6,489720221 + (2*3),,,,,,
16079,489720221,489720229,489720227,2,489720227 + 2,,,,,,
16080,489737531,489737531,489720229,17302,489720229 + 16069 + 829 + 199 + 197 + 5 + 3,489720229 + (5659*3) + (109*2) + (13*7) + 11 + 5,489720229 + (109^2) + (17^3) + (19*13) + (11*5) + 199 + 7,489720229 + (7^5) + (19^2) + (11*3) + 101,4,4,4
16080,489737531,489737533,489737531,2,489737531 + 2,,,,,,
16080,489737531,489737537,489737531,6,489737531 + (2*3),,,,,,
16080,489737531,489737539,489737537,2,489737537 + 2,,,,,,
16081,489750551,489750551,489737539,13012,489737539 + 13009 + 3,489737539 + (5659*2) + (199*7) + (19*5) + 193 + 13,489737539 + (109^2) + (7^3) + (107*5) + 193 + 19 + 17 + 13 + 11,489737539 + (109^2) + (7^3) + (107*5) + 193 + 19 + 17 + 13 + 11,2,2,2
16081,489750551,489750553,489750551,2,489750551 + 2,,,,,,
16081,489750551,489750557,489750551,6,489750551 + (2*3),,,,,,
16081,489750551,489750559,489750557,2,489750557 + 2,,,,,,
16082,489839501,489839501,489750559,88942,489750559 + 88819 + 109 + 7 + 5 + 2,489750559 + (43789*2) + (199*5) + (107*3) + 17 + 13 + 11 + 7,489750559 + (199^2) + (19^3) + (7^5) + (2089*11) + (103*17) + 823 + 109 + 13,489750559 + (5^7) + (103^2) + 197 + 11,4,3,3
16082,489839501,489839503,489839501,2,489839501 + 2,,,,,,
16082,489839501,489839507,489839501,6,489839501 + (2*3),,,,,,
16082,489839501,489839509,489839507,2,489839507 + 2,,,,,,
16083,489846941,489846941,489839509,7432,489839509 + 5659 + 1489 + 199 + 19 + 17 + 11 + (5*7) + 3,489839509 + (3469*2) + (109*3) + (17*7) + 19 + 13 + 11 + 5,489839509 + (19^3) + (17^2) + (13*7) + 193,489839509 + (19^3) + (17^2) + (13*7) + 193,4,4,4
16083,489846941,489846943,489846941,2,489846941 + 2,,,,,,
16083,489846941,489846947,489846941,6,489846941 + (2*3),,,,,,
16083,489846941,489846949,489846947,2,489846947 + 2,,,,,,
16084,489855251,489855251,489846949,8302,489846949 + 5659 + 2089 + 199 + 197 + 109 + 19 + 17 + 13,489846949 + (3469*2) + (199*5) + (107*3) + 17 + 13 + 11 + 7,489846949 + (19^3) + (17^2) + (191*5) + (11*7) + 109 + 13,489846949 + (2^13) + 107 + 3,4,4,4
16084,489855251,489855253,489855251,2,489855251 + 2,,,,,,
16084,489855251,489855257,489855251,6,489855251 + (2*3),,,,,,
16084,489855251,489855259,489855257,2,489855257 + 2,,,,,,
16085,489857231,489857231,489855259,1972,489855259 + 1877 + 19 + 17 + 13 + 11 + (5*7),489855259 + (829*2) + (103*3) + 5,489855259 + (19^2) + (11^3) + (13*5) + 191 + 17 + 7,489855259 + (11^3) + (19^2) + (13*5) + 191 + 17 + 7,2,2,2
16085,489857231,489857233,489857231,2,489857231 + 2,,,,,,
16085,489857231,489857237,489857231,6,489857231 + (2*3),,,,,,
16085,489857231,489857239,489857237,2,489857237 + 2,,,,,,
16086,489889571,489889571,489857239,32332,489857239 + 31729 + 199 + 197 + 193 + 7 + 5 + 2,489857239 + (16069*2) + (19*7) + (13*3) + 17 + 5,489857239 + (109^2) + (19^3) + (2089*5) + (199*11) + 827 + 107 + 17 + 7,489857239 + (7^5) + (109^2) + (13^3) + (101*11) + 197 + 103 + 19 + 17,4,4,4
16086,489889571,489889573,489889571,2,489889571 + 2,,,,,,
16086,489889571,489889577,489889571,6,489889571 + (2*3),,,,,,
16086,489889571,489889579,489889577,2,489889577 + 2,,,,,,
16087,489930011,489930011,489889579,40432,489889579 + 34849 + 3469 + 2089 + 19 + (2*3),489889579 + (19429*2) + (199*7) + (19*3) + 107 + 17,489889579 + (199^2) + (7^3) + (19*13) + 107 + 101 + 17 + 11 + 5,489889579 + (199^2) + (7^3) + (19*13) + 107 + 101 + 17 + 11 + 5,2,2,2
16087,489930011,489930013,489930011,2,489930011 + 2,,,,,,
16087,489930011,489930017,489930011,6,489930011 + (2*3),,,,,,
16087,489930011,489930019,489930017,2,489930017 + 2,,,,,,
16088,489939341,489939341,489930019,9322,489930019 + 5659 + 3469 + 191 + 3,489930019 + (3469*2) + (199*11) + (19*3) + (7*5) + 103,489930019 + (19^3) + (17^2) + (199*7) + (107*5) + (13*11) + 103,489930019 + (2^13) + (7^3) + (19*17) + (11*5) + 199 + 109 + 101,4,4,4
16088,489939341,489939343,489939341,2,489939341 + 2,,,,,,
16088,489939341,489939347,489939341,6,489939341 + (2*3),,,,,,
16088,489939341,489939349,489939347,2,489939347 + 2,,,,,,
16089,489939551,489939551,489939349,202,489939349 + 199 + 3,489939349 + (101*2),489939349 + (13^2) + (11*3),489939349 + (13^2) + (11*3),2,2,2
16089,489939551,489939553,489939551,2,489939551 + 2,,,,,,
16089,489939551,489939557,489939551,6,489939551 + (2*3),,,,,,
16089,489939551,489939559,489939557,2,489939557 + 2,,,,,,
16090,489954581,489954581,489939559,15022,489939559 + 13009 + 1879 + 109 + 19 + (2*3),489939559 + (5659*2) + (829*3) + (199*5) + (19*11) + 13,489939559 + (109^2) + (13^3) + (107*5) + (19*11) + 193 + 7,489939559 + (109^2) + (13^3) + (107*5) + (19*11) + 193 + 7,6,5,4
16090,489954581,489954583,489954581,2,489954581 + 2,,,,,,
16090,489954581,489954587,489954581,6,489954581 + (2*3),,,,,,
16090,489954581,489954589,489954587,2,489954587 + 2,,,,,,
16091,489955001,489955001,489954589,412,489954589 + 199 + 197 + 13 + 3,489954589 + (199*2) + 11 + 3,489954589 + (19^2) + (17*3),489954589 + (19^2) + (17*3),4,4,3
16091,489955001,489955003,489955001,2,489955001 + 2,,,,,,
16091,489955001,489955007,489955001,6,489955001 + (2*3),,,,,,
16091,489955001,489955009,489955007,2,489955007 + 2,,,,,,
16092,489975251,489975251,489955009,20242,489955009 + 19429 + 199 + 197 + 193 + 191 + 19 + 7 + 5 + 2,489955009 + (9439*2) + (199*5) + (107*3) + 17 + 13 + 11 + 7,489955009 + (109^2) + (19^3) + (199*7) + (17*5) + 13 + 11,489955009 + (7^5) + (13^3) + (19^2) + (17*11) + 199 + 197 + 193 + 101,2,2,2
16092,489975251,489975253,489975251,2,489975251 + 2,,,,,,
16092,489975251,489975257,489975251,6,489975251 + (2*3),,,,,,
16092,489975251,489975259,489975257,2,489975257 + 2,,,,,,
16093,489992051,489992051,489975259,16792,489975259 + 16069 + 199 + 197 + 193 + 109 + 19 + (2*3),489975259 + (5659*2) + (1489*3) + (109*7) + (19*11) + 17 + 13 + 5,489975259 + (109^2) + (13^3) + (199*11) + (19*17) + 197 + 5,489975259 + (109^2) + (13^3) + (199*11) + (19*17) + 197 + 5,4,4,4
16093,489992051,489992053,489992051,2,489992051 + 2,,,,,,
16093,489992051,489992057,489992051,6,489992051 + (2*3),,,,,,
16093,489992051,489992059,489992057,2,489992057 + 2,,,,,,
16094,490073951,490073951,489992059,81892,489992059 + 81049 + 829 + 7 + 5 + 2,489992059 + (34849*2) + (3469*3) + (199*7) + (19*11) + (13*5) + 103 + 17,489992059 + (199^2) + (19^3) + (7^5) + (1489*11) + (109*13) + 829,489992059 + (5^7) + (13^3) + (19^2) + (17*11) + 829 + 193,2,2,2
16094,490073951,490073953,490073951,2,490073951 + 2,,,,,,
16094,490073951,490073957,490073951,6,490073951 + (2*3),,,,,,
16094,490073951,490073959,490073957,2,490073957 + 2,,,,,,
16095,490174121,490174121,490073959,100162,490073959 + 99139 + 829 + 191 + 3,490073959 + (43789*2) + (3469*3) + (199*7) + (109*5) + (19*11) + 17 + 13,490073959 + (199^2) + (19^3) + (7^5) + (3259*11) + 829 + 103 + 101 + 13,490073959 + (5^7) + (109^2) + (19^3) + (199*13) + 197 + 193 + 191 + 101 + 17 + 11,4,4,4
16095,490174121,490174123,490174121,2,490174121 + 2,,,,,,
16095,490174121,490174127,490174121,6,490174121 + (2*3),,,,,,
16095,490174121,490174129,490174127,2,490174127 + 2,,,,,,
16096,490254461,490254461,490174129,80332,490174129 + 79699 + 199 + 197 + 193 + 19 + 17 + 5 + 3,490174129 + (34849*2) + (3469*3) + (19*11) + 13 + 5,490174129 + (199^2) + (19^3) + (7^5) + (1487*11) + (17*13) + 193 + 191 + 103,490174129 + (5^7) + (2^11) + (13*3) + 103 + 17,4,4,4
16096,490254461,490254463,490254461,2,490254461 + 2,,,,,,
16096,490254461,490254467,490254461,6,490254461 + (2*3),,,,,,
16096,490254461,490254469,490254467,2,490254467 + 2,,,,,,
16097,490331201,490331201,490254469,76732,490254469 + 72229 + 3469 + 829 + 199 + (2*3),490254469 + (34849*2) + (2089*3) + (109*5) + (19*11) + 13,490254469 + (199^2) + (19^3) + (7^5) + (829*13) + (197*11) + 193 + 107 + 103 + 101 + 17,490254469 + (199^2) + (7^5) + (19^3) + (829*13) + (197*11) + 193 + 107 + 103 + 101 + 17,4,4,4
16097,490331201,490331203,490331201,2,490331201 + 2,,,,,,
16097,490331201,490331207,490331201,6,490331201 + (2*3),,,,,,
16097,490331201,490331209,490331207,2,490331207 + 2,,,,,,
16098,490436201,490436201,490331209,104992,490331209 + 101119 + 3469 + 199 + 197 + 5 + 3,490331209 + (51349*2) + (199*11) + (19*5) + 7 + 3,490331209 + (199^2) + (19^3) + (7^5) + (3469*11) + (197*17) + 103 + 101 + 13,490331209 + (5^7) + (109^2) + (19^3) + (199*17) + (193*11) + (107*13) + 829 + 197 + 103 + 101,2,2,2
16098,490436201,490436203,490436201,2,490436201 + 2,,,,,,
16098,490436201,490436207,490436201,6,490436201 + (2*3),,,,,,
16098,490436201,490436209,490436207,2,490436207 + 2,,,,,,
16099,490480091,490480091,490436209,43882,490436209 + 43787 + 19 + 17 + 13 + 11 + (5*7),490436209 + (21019*2) + (199*7) + (109*3) + 107 + 17,490436209 + (199^2) + (13^3) + (197*7) + (19*11) + 193 + 191 + 107 + 5,490436209 + (199^2) + (13^3) + (197*7) + (19*11) + 193 + 191 + 107 + 5,2,2,2
16099,490480091,490480093,490480091,2,490480091 + 2,,,,,,
16099,490480091,490480097,490480091,6,490480091 + (2*3),,,,,,
16099,490480091,490480099,490480097,2,490480097 + 2,,,,,,
16100,490537511,490537511,490480099,57412,490480099 + 55339 + 1879 + 191 + 3,490480099 + (25309*2) + (2089*3) + (19*17) + (11*7) + 109 + 13 + 5,490480099 + (199^2) + (19^3) + (2089*5) + (17*11) + 197 + 103 + 13 + 7,490480099 + (199^2) + (7^5) + (197*3) + (19*11) + 191 + 13,2,2,2
16100,490537511,490537513,490537511,2,490537511 + 2,,,,,,
16100,490537511,490537517,490537511,6,490537511 + (2*3),,,,,,
16100,490537511,490537519,490537517,2,490537517 + 2,,,,,,
16101,490608731,490608731,490537519,71212,490537519 + 69499 + 1489 + 199 + 19 + (2*3),490537519 + (34849*2) + (199*7) + 107 + 11 + 3,490537519 + (199^2) + (19^3) + (7^5) + (197*17) + (193*13) + 2087,490537519 + (199^2) + (7^5) + (19^3) + (197*17) + (193*13) + 2087,4,4,4
16101,490608731,490608733,490608731,2,490608731 + 2,,,,,,
16101,490608731,490608737,490608731,6,490608731 + (2*3),,,,,,
16101,490608731,490608739,490608737,2,490608737 + 2,,,,,,
16102,490688711,490688711,490608739,79972,490608739 + 79699 + 199 + 19 + 17 + (5*7) + 3,490608739 + (34849*2) + (3259*3) + (19*17) + (13*5) + 109,490608739 + (199^2) + (19^3) + (7^5) + (1489*11) + 193 + 103 + 17 + 13,490608739 + (5^7) + (11^3) + (17^2) + 107 + 101 + 19,4,4,4
16102,490688711,490688713,490688711,2,490688711 + 2,,,,,,
16102,490688711,490688717,490688711,6,490688711 + (2*3),,,,,,
16102,490688711,490688719,490688717,2,490688717 + 2,,,,,,
16103,490691051,490691051,490688719,2332,490688719 + 2089 + 199 + 19 + 17 + 5 + 3,490688719 + (829*2) + (199*3) + (11*7),490688719 + (19^2) + (11^3) + (103*5) + 101 + 17 + 7,490688719 + (13^3) + (2^5) + 103,4,3,3
16103,490691051,490691053,490691051,2,490691051 + 2,,,,,,
16103,490691051,490691057,490691051,6,490691051 + (2*3),,,,,,
16103,490691051,490691059,490691057,2,490691057 + 2,,,,,,
16104,490814711,490814711,490691059,123652,490691059 + 122209 + 829 + 199 + 197 + 193 + 19 + (2*3),490691059 + (55339*2) + (3469*3) + (199*11) + (19*13) + 109 + 17 + 5,490691059 + (199^2) + (19^3) + (7^5) + (3469*13) + (829*11) + (197*17) + 1489 + 827 + 193 + 107 + 103 + 101,490691059 + (5^7) + (199^2) + (17^3) + (19*11) + 197 + 193 + 191 + 109 + 101 + 13,2,2,2
16104,490814711,490814713,490814711,2,490814711 + 2,,,,,,
16104,490814711,490814717,490814711,6,490814711 + (2*3),,,,,,
16104,490814711,490814719,490814717,2,490814717 + 2,,,,,,
16105,490861661,490861661,490814719,46942,490814719 + 43789 + 2089 + 829 + 199 + 19 + 17,490814719 + (22279*2) + (199*11) + (19*3) + (7*5) + 103,490814719 + (199^2) + (19^3) + (17*11) + (13*7) + 103 + 101,490814719 + (199^2) + (19^3) + (17*11) + (13*7) + 103 + 101,4,4,4
16105,490861661,490861663,490861661,2,490861661 + 2,,,,,,
16105,490861661,490861667,490861661,6,490861661 + (2*3),,,,,,
16105,490861661,490861669,490861667,2,490861667 + 2,,,,,,
16106,490867961,490867961,490861669,6292,490861669 + 5659 + 199 + 197 + 193 + 19 + 17 + 5 + 3,490861669 + (2089*3) + (7*2) + 11,490861669 + (19^2) + (17^3) + (109*7) + (13*11) + 107 + 5,490861669 + (17^3) + (19^2) + (109*7) + (13*11) + 107 + 5,6,5,4
16106,490867961,490867963,490867961,2,490867961 + 2,,,,,,
16106,490867961,490867967,490867961,6,490867961 + (2*3),,,,,,
16106,490867961,490867969,490867967,2,490867967 + 2,,,,,,
16107,490898711,490898711,490867969,30742,490867969 + 25309 + 3469 + 1879 + 19 + 17 + 11 + (5*7) + 3,490867969 + (13009*2) + (1489*3) + (19*11) + (7*5) + 13,490867969 + (109^2) + (19^3) + (2089*5) + (107*7) + (17*13) + 199 + 197 + 191,490867969 + (7^5) + (109^2) + (11^3) + (17*13) + 191 + 107 + 103 + 101,4,4,4
16107,490898711,490898713,490898711,2,490898711 + 2,,,,,,
16107,490898711,490898717,490898711,6,490898711 + (2*3),,,,,,
16107,490898711,490898719,490898717,2,490898717 + 2,,,,,,
16108,490899581,490899581,490898719,862,490898719 + 829 + 19 + 7 + 5 + 2,490898719 + (199*3) + (109*2) + 19 + 17 + 11,490898719 + (19^2) + (7^3) + (11*5) + 103,490898719 + (19^2) + (7^3) + (11*5) + 103,4,3,2
16108,490899581,490899583,490899581,2,490899581 + 2,,,,,,
16108,490899581,490899587,490899581,6,490899581 + (2*3),,,,,,
16108,490899581,490899589,490899587,2,490899587 + 2,,,,,,
16109,490980431,490980431,490899589,80842,490899589 + 79699 + 829 + 199 + 109 + (2*3),490899589 + (34849*2) + (3469*3) + (109*5) + (13*7) + 101,490899589 + (199^2) + (19^3) + (7^5) + (1487*11) + 823 + 191 + 103 + 101,490899589 + (5^7) + (13^3) + (17^2) + 109 + 103 + 19,4,4,4
16109,490980431,490980433,490980431,2,490980431 + 2,,,,,,
16109,490980431,490980437,490980431,6,490980431 + (2*3),,,,,,
16109,490980431,490980439,490980437,2,490980437 + 2,,,,,,
16110,490989041,490989041,490980439,8602,490980439 + 5659 + 2089 + 829 + 19 + (2*3),490980439 + (3469*2) + (199*7) + (19*5) + (17*3) + 101 + 13 + 11,490980439 + (19^3) + (17^2) + (197*5) + (13*11) + 109 + 107 + 103 + 7,490980439 + (2^13) + (5^3) + (11*7) + 191 + 17,4,4,4
